2025-03-22T11:18:44.582875-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:18:44.684945-0300 | WARNING | Erro 404: Recurso não encontrado.
2025-03-22T11:39:34.713922-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:39:34.716513-0300 | ERROR | Erro de conexão: HTTPSConnectionPool(host='economia.awesomeapi.com.br', port=443): Max retries exceeded with url: /last/USD-BRL,EUR-BRL,BTC-BRL (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x774782569750>: Failed to resolve 'economia.awesomeapi.com.br' ([Errno -2] Name or service not known)"))
2025-03-22T11:50:32.338372-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:51:11.529330-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:51:26.987685-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:56:26.298526-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:56:33.588710-0300 | INFO | Iniciando a requisição de 
2025-03-22T11:56:40.804554-0300 | INFO | Iniciando a requisição de 
